Date,Open,High,Low,Close
2020-09-16 00:00:00-04:00,317.9861860651773,319.42940791121333,315.202123320364,315.4814758300781
2020-09-17 00:00:00-04:00,310.5838080714251,314.4386513511782,310.0530638374635,312.7067565917969
2020-09-18 00:00:00-04:00,313.5190998844494,313.6312767687232,306.60124957179545,309.10662841796875
2020-09-21 00:00:00-04:00,304.47910812609643,305.8159299812702,300.76777135718396,305.6663513183594
2020-09-22 00:00:00-04:00,307.16218504731637,309.34036245461033,304.62873326507275,308.7794494628906
2020-09-23 00:00:00-04:00,309.34030249481947,309.62077320092527,301.1136753082404,301.6184997558594
2020-09-24 00:00:00-04:00,300.2910389916444,305.50746374408004,298.9635459775856,302.4224853515625
2020-09-25 00:00:00-04:00,301.56244500284976,308.10636341964545,300.6837164909055,307.311767578125
2020-09-28 00:00:00-04:00,311.5091535033199,313.1357752037838,310.5088621805041,312.41595458984375
2020-09-29 00:00:00-04:00,312.2102968119457,312.9581616662014,310.01340457489823,310.71453857421875
2020-09-30 00:00:00-04:00,311.3876044309636,316.24881119778786,311.1912949144166,313.0703430175781
2020-10-01 00:00:00-04:00,315.68796610962784,316.6695424323079,313.1825871203494,315.080322265625
2020-10-02 00:00:00-04:00,310.08822137343094,315.0522480175237,309.611441104255,312.0887756347656
2020-10-05 00:00:00-04:00,314.1640474978893,317.80993774557635,314.1173166537584,317.62298583984375
2020-10-06 00:00:00-04:00,317.763235907811,319.8759951928309,312.593543083994,313.1076965332031
2020-10-07 00:00:00-04:00,316.0899168540863,319.3712332831514,316.06187263371896,318.55792236328125
2020-10-08 00:00:00-04:00,320.5117651377044,321.4466105786607,319.5862487512889,321.38116455078125
2020-10-09 00:00:00-04:00,323.045170609396,324.7185518452797,322.41884017460626,324.2511291503906
2020-10-12 00:00:00-04:00,326.8126022831071,330.95396058750157,326.3171353587576,329.4675598144531
2020-10-13 00:00:00-04:00,329.32729446087654,329.50491734660983,326.3451357320465,327.3173828125
2020-10-14 00:00:00-04:00,327.8970129734575,329.00012366118165,324.5222348874838,325.2607421875
2020-10-15 00:00:00-04:00,321.3156625387775,325.34484340494106,320.77346483034836,324.8587341308594
2020-10-16 00:00:00-04:00,326.22368213340775,327.8970635893729,324.4848831737596,324.6625061035156
2020-10-19 00:00:00-04:00,325.93379819715204,326.5694861347501,318.8196393751792,319.7264404296875
2020-10-20 00:00:00-04:00,321.0820077485723,324.27919171533324,320.3154561677956,321.0072326660156
2020-10-21 00:00:00-04:00,320.9605121957816,323.14807590258596,320.0911126756955,320.3996276855469
2020-10-22 00:00:00-04:00,320.6145239587074,322.7459700208247,318.4550336798207,322.1570129394531
2020-10-23 00:00:00-04:00,323.3910145404469,323.4471029738131,320.7734592193109,323.25079345703125
2020-10-26 00:00:00-04:00,319.8386584058485,320.6332826945844,313.75280577693434,317.2771911621094
2020-10-27 00:00:00-04:00,317.6231111975746,317.9596418782386,315.9684164299828,316.1834411621094
2020-10-28 00:00:00-04:00,310.4621789505062,316.21147274919315,304.88115048542704,305.3766174316406
2020-10-29 00:00:00-04:00,305.61027327627716,311.6774100015814,303.90884802318453,308.4802551269531
2020-10-30 00:00:00-04:00,306.891026053718,308.20916140224153,301.5811113871835,305.264404296875
2020-11-02 00:00:00-05:00,308.6859130859375,310.70515372104285,305.91875060379033,308.6859130859375
2020-11-03 00:00:00-05:00,311.9485735178558,316.2114663922025,308.77010476476823,314.1361083984375
2020-11-04 00:00:00-05:00,318.65139194182245,325.27011340401964,317.46414854468395,321.15679931640625
2020-11-05 00:00:00-05:00,326.48538169850815,329.24318689940026,326.13013589996984,327.42022705078125
2020-11-06 00:00:00-05:00,327.1303732831666,328.60744467233803,324.99892737293385,327.34539794921875
2020-11-09 00:00:00-05:00,340.2556377437399,340.63892773209176,330.9913175943187,331.458740234375
2020-11-10 00:00:00-05:00,330.45847418911933,332.0383651155716,327.67265330020655,330.97265625
2020-11-11 00:00:00-05:00,333.17887842738685,334.26330246142743,331.92618907665445,333.4313049316406
2020-11-12 00:00:00-05:00,332.4123566561922,333.47809424047733,328.373845701629,330.19677734375
2020-11-13 00:00:00-05:00,332.1224991095254,335.5159923139656,331.59898799289056,334.76812744140625
2020-11-16 00:00:00-05:00,337.4605594370923,339.1432700280069,336.16111041883283,338.94696044921875
2020-11-17 00:00:00-05:00,336.516288101695,338.3392479801234,334.9924855878978,337.1239318847656
2020-11-18 00:00:00-05:00,337.39501919323385,337.9465744943524,333.02927910818414,333.0666809082031
2020-11-19 00:00:00-05:00,332.43103796646704,334.84292660380345,331.07550069207474,334.468994140625
2020-11-20 00:00:00-05:00,334.2072158491128,334.4128829692655,332.10381379132116,332.1785888671875
2020-11-23 00:00:00-05:00,334.0015954986704,335.44126554133413,331.74861444444855,334.16986083984375
2020-11-24 00:00:00-05:00,336.7406714963386,340.106120821583,335.88062965885445,339.5545654296875
2020-11-25 00:00:00-05:00,339.4704148563673,339.4984590772143,337.9279256513489,339.0310363769531
2020-11-27 00:00:00-05:00,340.13421905463923,340.4520631345476,338.9563044714551,339.9753112792969
2020-11-30 00:00:00-05:00,339.19000514356134,339.4611183466707,335.7684954677849,338.4701843261719
2020-12-01 00:00:00-05:00,341.75145580835846,343.7239660011634,341.1531410301764,342.172119140625
2020-12-02 00:00:00-05:00,341.05032111091606,343.05087552226786,340.47072150135824,342.8919677734375
2020-12-03 00:00:00-05:00,342.7891348474605,344.20076065609163,341.68602402457185,342.7984924316406
2020-12-04 00:00:00-05:00,343.3873755387079,345.7525329589844,343.2938853047448,345.7525329589844
2020-12-07 00:00:00-05:00,344.9766682273006,345.53758122027995,343.76138051686195,345.0421142578125
